label_name,t,n,mean,std,q25,q50,q75,time_s
F,0,803,0.9242291737696943,0.1764617749839555,0.9016393423080444,1.0,1.0,0.0
F,1,803,0.8685341674514384,0.16266865458252075,0.824999988079071,0.9064171314239502,0.9645203948020935,0.008
F,2,803,0.6165662302008156,0.2047858711648874,0.4693593382835388,0.6042780876159668,0.739130437374115,0.016
F,3,803,0.3470326502660143,0.1918709938763615,0.22773972153663635,0.3081285357475281,0.4062078297138214,0.024
F,4,803,0.19585132101031105,0.16663393673760668,0.11054421961307526,0.16520211100578308,0.21572211384773254,0.032
F,5,803,0.17071336063708306,0.1312837554142449,0.11224489659070969,0.14115646481513977,0.1805555522441864,0.04
F,6,803,0.15501103872969135,0.11424401064902774,0.1040118858218193,0.13360881805419922,0.16300366818904877,0.048
F,7,803,0.13204076191976408,0.11088791151481057,0.0810810774564743,0.11258278042078018,0.14359861612319946,0.056
F,8,803,0.12012723496602443,0.11057919237452334,0.07056451588869095,0.09792843461036682,0.1364392638206482,0.064
F,9,803,0.11382891569265709,0.11252563397911143,0.06292516738176346,0.09057971090078354,0.12921348214149475,0.072
F,10,803,0.10815703089129769,0.1161505218923222,0.05568181723356247,0.08271787315607071,0.12241379171609879,0.08
F,11,803,0.10345665947766104,0.11981112427941283,0.048327136784791946,0.07805906981229782,0.1195652186870575,0.088
F,12,803,0.0985932291800256,0.1205342356235881,0.038910504430532455,0.072356216609478,0.1172214150428772,0.096
F,13,803,0.09548825378167869,0.12179185190812876,0.03184713423252106,0.0680147036910057,0.11631015688180923,0.104
F,14,803,0.09211981535647389,0.12354679646191256,0.025691699236631393,0.06358381360769272,0.11229946464300156,0.112
F,15,803,0.0902208114001705,0.12499256809923212,0.01963350735604763,0.0607638880610466,0.11190053075551987,0.12
F,16,803,0.08920030463788459,0.1268211614810918,0.016260161995887756,0.059813085943460464,0.10977701842784882,0.128
F,17,803,0.0899048645939773,0.1288620478756979,0.01600000075995922,0.05890411138534546,0.11408199369907379,0.136
F,18,803,0.09226225364946321,0.13140182865140276,0.016296295449137688,0.05823293328285217,0.11764705926179886,0.144
F,19,803,0.09656500057920414,0.13305722526029234,0.019354838877916336,0.05945945903658867,0.12406948208808899,0.152
F,20,803,0.10353567058326048,0.13502765685289686,0.02500000037252903,0.06425702571868896,0.13825757801532745,0.16
F,21,803,0.11330380481867883,0.13687510717601906,0.033088237047195435,0.07471264153718948,0.15304605662822723,0.168
F,22,803,0.1267041876876743,0.1387035797314762,0.04534313827753067,0.08961039036512375,0.17067833244800568,0.176
F,23,803,0.1422353740324873,0.13922401250150954,0.057866185903549194,0.10902895778417587,0.18899083137512207,0.184
F,24,803,0.1599929641525158,0.14124846772033178,0.07133758068084717,0.1311953365802765,0.20695970952510834,0.192
F,25,803,0.1802736974485418,0.14313202634756014,0.08703703433275223,0.15481650829315186,0.23186343908309937,0.2
F,26,803,0.2001918962904963,0.1442358701132826,0.10385064035654068,0.180024653673172,0.258382648229599,0.208
F,27,803,0.2209895813614675,0.14275828144088237,0.12778905034065247,0.20476190745830536,0.2797833979129791,0.216
F,28,803,0.24014610474219414,0.14203042079425734,0.14364640414714813,0.22680412232875824,0.3039073944091797,0.224
F,29,802,0.2557703953612587,0.1401157166228855,0.1581818163394928,0.24548736214637756,0.322946161031723,0.232
F,30,801,0.26658618773104675,0.1383675026889072,0.16959063708782196,0.25609755516052246,0.3379693925380707,0.24
F,31,800,0.27283826731727456,0.136332585258906,0.17570093274116516,0.26408451795578003,0.34646740555763245,0.248
F,32,797,0.2740501264329892,0.13405203862987244,0.17793594300746918,0.26878979802131653,0.34962964057922363,0.256
F,33,793,0.2730846273352264,0.13051317301457108,0.17820069193840027,0.2732558250427246,0.3465491831302643,0.264
F,34,791,0.2687349634247393,0.1278490021246561,0.17472119629383087,0.2733812928199768,0.3405114412307739,0.272
F,35,791,0.26228641386599516,0.12415383879762347,0.17374517023563385,0.2659430205821991,0.3302469253540039,0.28
F,36,790,0.25482503899809306,0.12073060664789918,0.1702127605676651,0.25205478072166443,0.3171912729740143,0.288
F,37,790,0.24627609203652112,0.11548121049322516,0.170689657330513,0.237383171916008,0.3008631467819214,0.296
F,38,789,0.2374306039929541,0.1091933752684366,0.16859504580497742,0.2295081913471222,0.2855280339717865,0.304
F,39,787,0.229001195684757,0.10375108199411757,0.1701754331588745,0.21568627655506134,0.2704326808452606,0.312
F,40,787,0.22117363649930477,0.10050364145380555,0.17037037014961243,0.20883534848690033,0.25331369042396545,0.32
F,41,787,0.2157800735567319,0.09873019346795278,0.16949152946472168,0.20281124114990234,0.24119718372821808,0.328
F,42,787,0.21301937911329907,0.09687674168137524,0.1701388955116272,0.19945354759693146,0.23401688039302826,0.336
F,43,786,0.2132953555766332,0.09670898781703223,0.17272727191448212,0.1988217979669571,0.23076923191547394,0.344
F,44,784,0.21628370867063273,0.09482523085759463,0.1735074669122696,0.20115774869918823,0.2338983118534088,0.352
F,45,784,0.22327831148987218,0.09483467428469985,0.1796407252550125,0.20792078971862793,0.24278438091278076,0.36
F,46,783,0.2346714701489242,0.0978746163276835,0.18400000035762787,0.21830986440181732,0.26017263531684875,0.368
F,47,783,0.25210843671536687,0.10470152026393745,0.19574467837810516,0.23630136251449585,0.2872200310230255,0.376
F,48,782,0.27333139920669136,0.11448341641893685,0.20785804092884064,0.2584134638309479,0.3089887499809265,0.384
F,49,781,0.29805508801157893,0.1282980005686212,0.2253711223602295,0.2777777910232544,0.33142855763435364,0.392
F,50,781,0.3228244020170729,0.1439455488373634,0.24124513566493988,0.2918367385864258,0.35568180680274963,0.4
F,51,781,0.34395587243015724,0.16538505570265993,0.23782235383987427,0.30000001192092896,0.39516130089759827,0.408
F,52,780,0.3610924309597183,0.18857533864483508,0.22338829934597015,0.2979350984096527,0.46577945351600647,0.416
F,53,780,0.37536831201078036,0.2101102160611427,0.21233859658241272,0.29339852929115295,0.5472837090492249,0.424
F,54,780,0.38410639222711324,0.22675849982735255,0.20584145188331604,0.2787500023841858,0.6101694703102112,0.432
F,55,780,0.3882209327549506,0.23807743554170477,0.20058564841747284,0.2638717591762543,0.6381818056106567,0.44
F,56,780,0.38805441953337344,0.24126669742384452,0.19687092304229736,0.24965894222259521,0.6405990123748779,0.448
F,57,780,0.3806370884753191,0.237267146712821,0.19710907340049744,0.24441833794116974,0.6351351141929626,0.456
F,58,780,0.3706565804588489,0.22983757001452568,0.19538462162017822,0.2397179752588272,0.618369996547699,0.464
F,59,779,0.3552409565274691,0.21939211790247767,0.19440914690494537,0.23708206415176392,0.5931283831596375,0.472
F,60,779,0.333889376075606,0.20947814489030128,0.1913580298423767,0.23059360682964325,0.5235507488250732,0.48
F,61,778,0.31368792157112635,0.20048709792560906,0.18497109413146973,0.22688040137290955,0.4368421137332916,0.488
F,62,778,0.30595877329438237,0.1956586117652759,0.17690058052539825,0.23025435209274292,0.4158730208873749,0.496
F,63,775,0.3194002948893655,0.2153152717068807,0.164591982960701,0.24399039149284363,0.44495412707328796,0.504
F,64,775,0.34703402657302157,0.257037074301199,0.14717741310596466,0.25224214792251587,0.532281219959259,0.512
F,65,774,0.36871261592444216,0.2879129588888188,0.11985018849372864,0.25732484459877014,0.6201117038726807,0.52
F,66,773,0.3618916530881371,0.2974636367620625,0.09220778942108154,0.27272728085517883,0.616174578666687,0.528
F,67,761,0.33209236990017926,0.2976288789176846,0.06525573134422302,0.2222222238779068,0.5924369692802429,0.536
F,68,747,0.2894966329307354,0.29795090550067416,0.048327136784791946,0.15000000596046448,0.4842681288719177,0.544
F,69,721,0.2431073965533506,0.2728872641952043,0.04259259253740311,0.12267658114433289,0.33398059010505676,0.552
F,70,702,0.19921387646276306,0.23194505864489093,0.0356164388358593,0.10638298094272614,0.2556818127632141,0.56
F,71,667,0.17149201730884767,0.1946443048845136,0.040660735219717026,0.11196911334991455,0.2105855792760849,0.568
F,72,635,0.15712834600483866,0.1811866312940964,0.03993344306945801,0.11158192157745361,0.18169398605823517,0.576
F,73,606,0.1554015378251429,0.17605787728473377,0.056640625,0.10978835821151733,0.17273953557014465,0.584
