label_name,t,n,mean,std,q25,q50,q75,time_s
abnormal,0,10506,0.9754683545787244,0.036353653016040974,0.9573268890380859,1.0,1.0,0.0
abnormal,1,10506,0.7255820578510074,0.1990302240029567,0.5865598320960999,0.7453358173370361,0.8897892832756042,0.008
abnormal,2,10506,0.4383063644308429,0.2626994258759747,0.23645474016666412,0.40358465909957886,0.62004554271698,0.016
abnormal,3,10506,0.2903844336323244,0.2709766957106979,0.07405566424131393,0.21210525929927826,0.427267849445343,0.024
abnormal,4,10506,0.25289674726899225,0.23700435938390116,0.08847185224294662,0.17285382747650146,0.3427477180957794,0.032
abnormal,5,10506,0.24942338809525416,0.21175097778298213,0.10141903162002563,0.18069307506084442,0.32684364914894104,0.04
abnormal,6,10506,0.2456675366858081,0.20015858499208036,0.09717514365911484,0.18237082660198212,0.3276370167732239,0.048
abnormal,7,10506,0.24716008410509624,0.19483994391729909,0.09633027762174606,0.1915014237165451,0.347444087266922,0.056
abnormal,8,10506,0.25020272451900666,0.19315986728523601,0.09852507710456848,0.19675090909004211,0.358577162027359,0.064
abnormal,9,10506,0.2523956282949722,0.19234117174028434,0.09801489114761353,0.20056022703647614,0.36958998441696167,0.072
abnormal,10,10506,0.25499474038853964,0.19252784702688086,0.09827586263418198,0.20331239700317383,0.3767361044883728,0.08
abnormal,11,10506,0.25613548160206145,0.19239780138377377,0.09816887229681015,0.2046303153038025,0.3799999952316284,0.088
abnormal,12,10506,0.2588735377065217,0.193685522507863,0.09948097169399261,0.2083333283662796,0.38314175605773926,0.096
abnormal,13,10506,0.262177393801485,0.1960123950612446,0.10217501223087311,0.20950594544410706,0.38498789072036743,0.104
abnormal,14,10506,0.2643115639026399,0.19663933588241533,0.1046396866440773,0.21132376790046692,0.3869377672672272,0.112
abnormal,15,10506,0.2677828046190526,0.1986888125523154,0.10739750415086746,0.2144097238779068,0.3900594413280487,0.12
abnormal,16,10506,0.2699248574439836,0.20073450802121204,0.1096513420343399,0.21577909588813782,0.39141005277633667,0.128
abnormal,17,10506,0.27273956623051254,0.20013750375892556,0.11309115588665009,0.22062434256076813,0.39512619376182556,0.136
abnormal,18,10506,0.2760933458225401,0.1996512274626628,0.11837294697761536,0.22309300303459167,0.39783722162246704,0.144
abnormal,19,10506,0.27821898347801294,0.19996645247352052,0.12053258717060089,0.22534368932247162,0.4000000059604645,0.152
abnormal,20,10506,0.28049171760533087,0.19645001599163842,0.12521840631961823,0.23089256882667542,0.4067796468734741,0.16
abnormal,21,10506,0.2829372635145735,0.195946992572677,0.12940330803394318,0.23469744622707367,0.4097283184528351,0.168
abnormal,22,10506,0.28878770926900116,0.1943754586551718,0.13852813839912415,0.24204851686954498,0.4166666567325592,0.176
abnormal,23,10506,0.2975725266775785,0.19486796151727045,0.14793536067008972,0.25273123383522034,0.4292683005332947,0.184
abnormal,24,10506,0.3058749746224464,0.19694678276224784,0.15576143562793732,0.2602304220199585,0.44235116243362427,0.192
abnormal,25,10506,0.31508461070722604,0.1993922457317028,0.16356228291988373,0.2688821852207184,0.45439469814300537,0.2
abnormal,26,10506,0.3217832123793545,0.2006138650667289,0.16946779191493988,0.27610209584236145,0.46064943075180054,0.208
abnormal,27,10506,0.32771966760337984,0.20198376537390053,0.17304964363574982,0.2839622497558594,0.46541303396224976,0.216
abnormal,28,10506,0.3340273766098118,0.2048808324687373,0.17573483288288116,0.29100000858306885,0.47253572940826416,0.224
abnormal,29,10506,0.3385621855875928,0.20851732412314058,0.1774785816669464,0.293464332818985,0.47625699639320374,0.232
abnormal,30,10506,0.34226958767864696,0.21206242825149607,0.18135593831539154,0.29597553610801697,0.48250651359558105,0.24
abnormal,31,10506,0.3429211222239015,0.21534692730538899,0.18382352590560913,0.29416701197624207,0.48403123021125793,0.248
abnormal,32,10506,0.3429326910874374,0.21727745022215916,0.18224932253360748,0.29555314779281616,0.48683321475982666,0.256
abnormal,33,10506,0.34151936226359797,0.2175857271146134,0.17994579672813416,0.29360780119895935,0.48530393838882446,0.264
abnormal,34,10506,0.33709899234180535,0.21483163398187788,0.17548434436321259,0.29012346267700195,0.47960618138313293,0.272
abnormal,35,10506,0.33260664179625826,0.2098260273518189,0.171875,0.2850707769393921,0.47250857949256897,0.28
abnormal,36,10506,0.3249263355841609,0.20358177675785732,0.1683848798274994,0.2765237092971802,0.45890823006629944,0.288
abnormal,37,10506,0.3179229624469378,0.19810072622515434,0.16540347039699554,0.26796072721481323,0.4456118643283844,0.296
abnormal,38,10506,0.3103514559075517,0.19366117559492518,0.1602739691734314,0.2566964328289032,0.43189963698387146,0.304
abnormal,39,10506,0.3029040245721852,0.19047294920080576,0.15484803915023804,0.25,0.4196261763572693,0.312
abnormal,40,10506,0.29825112351026606,0.18845393988076573,0.15226337313652039,0.24267782270908356,0.41209301352500916,0.32
abnormal,41,10506,0.29390383781161383,0.18706266000195806,0.15118174254894257,0.23721665143966675,0.40814629197120667,0.328
abnormal,42,10506,0.2908286203015293,0.18680203790436103,0.14655593037605286,0.23438505828380585,0.4019336998462677,0.336
abnormal,43,10506,0.28756325882732764,0.18651598803329494,0.1436077058315277,0.2324019968509674,0.4008120596408844,0.344
abnormal,44,10506,0.28585269301054905,0.18718053646932656,0.14000000059604645,0.2328495979309082,0.400858998298645,0.352
abnormal,45,10506,0.28767042774247886,0.18899216743136302,0.13887640833854675,0.2358189970254898,0.40329670906066895,0.36
abnormal,46,10506,0.28934408020944946,0.191304631953106,0.14026685059070587,0.23723722994327545,0.40227818489074707,0.368
abnormal,47,10506,0.29134386554479175,0.1947454728045523,0.13948126137256622,0.23792243003845215,0.40331754088401794,0.376
abnormal,48,10506,0.2933128407853651,0.19726568413359577,0.1412125825881958,0.23736461997032166,0.403369665145874,0.384
abnormal,49,10506,0.29258492580336104,0.19633595439096724,0.1399613916873932,0.2370838075876236,0.40115973353385925,0.392
abnormal,50,10506,0.29291394109504487,0.19490013317296492,0.1399689018726349,0.23960396647453308,0.40468910336494446,0.4
abnormal,51,10505,0.2912121814696685,0.19325250552655548,0.13909775018692017,0.23813354969024658,0.4017341136932373,0.408
abnormal,52,10503,0.2888971562912303,0.19103938490547503,0.138992041349411,0.23634453117847443,0.3971291780471802,0.416
abnormal,53,10502,0.28677138551123044,0.19081596563360356,0.1374589204788208,0.23194946348667145,0.39726027846336365,0.424
abnormal,54,10502,0.2833505875519105,0.1889900680045824,0.13671061396598816,0.22905318439006805,0.3949386477470398,0.432
abnormal,55,10497,0.2820383013816586,0.1883961292704927,0.13528437912464142,0.22588099539279938,0.3947858512401581,0.44
abnormal,56,10446,0.2792859481558098,0.1891467794616374,0.13459008932113647,0.22261692583560944,0.390228807926178,0.448
abnormal,57,10402,0.2781767239871805,0.18764394686929642,0.13506680727005005,0.2193932831287384,0.38655462861061096,0.456
abnormal,58,10353,0.2789691600623019,0.187173879695016,0.13604417443275452,0.22061856091022491,0.38550058007240295,0.464
abnormal,59,10326,0.2802977683472,0.18784203893035453,0.13579575717449188,0.22285108268260956,0.38829150795936584,0.472
abnormal,60,10300,0.2832759358984129,0.18994037124190308,0.1365155130624771,0.2261936515569687,0.3940983712673187,0.48
abnormal,61,10235,0.28389587919944353,0.19063259821827172,0.13653995096683502,0.23071733117103577,0.39251208305358887,0.488
abnormal,62,10202,0.2848738768063181,0.19102181797957654,0.13503971695899963,0.23359471559524536,0.397382915019989,0.496
abnormal,63,10163,0.28625775167587164,0.19267325289150974,0.13490363955497742,0.23511449992656708,0.4021226465702057,0.504
abnormal,64,10126,0.2857163812009643,0.19346245648504892,0.13214880228042603,0.23278315365314484,0.40323546528816223,0.512
abnormal,65,10116,0.2871971638003407,0.19542052973719462,0.13486842811107635,0.23501873016357422,0.4105820059776306,0.52
abnormal,66,10090,0.28988126052937646,0.19928481334142256,0.13497453927993774,0.23492063581943512,0.41729581356048584,0.528
abnormal,67,10072,0.2981734456335767,0.20951059861144486,0.13478556275367737,0.23711340129375458,0.4304884672164917,0.536
abnormal,68,10037,0.30022541691020027,0.21565478028603888,0.1343042105436325,0.23723939061164856,0.4331550896167755,0.544
abnormal,69,10005,0.2955753340427743,0.21044337986794304,0.1312277615070343,0.2347368448972702,0.4285714328289032,0.552
abnormal,70,9965,0.2971632819054318,0.21142707996695234,0.13269230723381042,0.238478422164917,0.42798691987991333,0.56
abnormal,71,9957,0.29877560658424607,0.2197562321735618,0.13239675760269165,0.23565998673439026,0.4166666567325592,0.568
abnormal,72,9943,0.2925292548458643,0.2125524518931654,0.1286974549293518,0.23263327777385712,0.40840601921081543,0.576
